CREATE DATABASE IF NOT EXISTS dummyweatherdatadb;
USE dummyweatherdatadb;
DROP TABLE IF EXISTS weatherdata;
CREATE TABLE IF NOT EXISTS weatherdata (date DATE NOT NULL, time TIME NOT NULL, temperature FLOAT(24) NOT NULL);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190701', 000000, 19.570177154875864);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200601', 061500, 21.889770814183926);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200601', 063000, 22.01342985435292);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200601', 064500, 22.097243919896613);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200601', 070000, 22.094408653351483);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200601', 071500, 22.01863304750984);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200601', 073000, 22.366126998463027);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200601', 074500, 22.13027203562812);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200601', 080000, 22.5642761066322);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200601', 081500, 22.66332378228183);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200601', 083000, 22.687800142871833);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200601', 084500, 22.73823968499883);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200601', 090000, 22.93688045251439);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200601', 091500, 23.011423549871786);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200601', 093000, 23.154315503361993);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200601', 094500, 23.30456343459429);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200601', 100000, 23.442388843344567);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200601', 101500, 23.599405387239514);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200601', 103000, 23.631639299591782);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200601', 104500, 23.87427110156964);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200601', 110000, 23.85574969039627);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200601', 111500, 24.1893722152357);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200601', 113000, 24.23463009079915);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200601', 114500, 24.445003790251587);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200601', 120000, 24.43548234156671);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200601', 121500, 24.294867590016015);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200601', 123000, 24.803756198589618);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200601', 124500, 24.605140904226484);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200601', 130000, 24.857937217968022);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200601', 131500, 24.967497282911708);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200601', 133000, 25.07238604548107);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200601', 134500, 25.27779471561437);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200601', 140000, 25.38069275665743);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200601', 141500, 25.082587811446256);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200601', 143000, 25.453923075977578);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200601', 144500, 25.51736299254923);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200601', 150000, 25.19418921124555);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200601', 151500, 25.17087457546262);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200601', 153000, 24.940868061941085);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200601', 154500, 25.44305468573197);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200601', 160000, 25.439183408755234);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200601', 161500, 24.87941669470953);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200601', 163000, 25.162623016161294);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200601', 164500, 24.973429634538416);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200601', 170000, 25.12385209982981);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200601', 171500, 24.92400542408711);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200601', 173000, 24.940053417789663);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200601', 174500, 24.922330208019897);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200601', 180000, 24.806117307205426);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200601', 181500, 24.798787002404836);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200601', 183000, 24.94722623675034);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200601', 184500, 24.557097678669358);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200601', 190000, 24.70835986697805);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200601', 191500, 24.532521833475077);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200601', 193000, 24.07645175831873);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200601', 194500, 24.13975314550004);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200601', 200000, 24.16648759941526);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200601', 201500, 23.940239066569124);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200601', 203000, 23.759849656020144);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200601', 204500, 23.696520035679008);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200601', 210000, 23.55401276916139);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200601', 211500, 23.386442971142618);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200601', 213000, 23.264296970063825);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200601', 214500, 23.118989190034952);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200601', 220000, 23.01800697752668);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200601', 221500, 22.837406991243682);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200601', 223000, 22.70773115651814);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200601', 224500, 22.634699973896605);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200601', 230000, 22.447952262711333);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200601', 231500, 22.3777346383002);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200601', 233000, 22.294700120161075);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200601', 234500, 22.1847852895003);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 000000, 21.835435895791402);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 001500, 21.680845375070323);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 003000, 21.976676080767405);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 004500, 21.540611048180796);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 010000, 21.73051910297626);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 011500, 21.433230694177112);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 013000, 21.477891672594332);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 014500, 21.261947494335566);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 020000, 21.006087652113244);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 021500, 21.327896894042652);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 023000, 21.037421218219464);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 024500, 21.159532422158858);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 030000, 21.328313632575917);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 031500, 20.851871853299);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 033000, 21.360709549022495);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 034500, 20.90881179883577);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 040000, 21.232750075762038);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 041500, 21.108222837820563);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 043000, 21.14300211366007);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 044500, 21.496300412556415);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 050000, 21.468809821306557);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 051500, 20.88932941981301);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 053000, 21.053353653349035);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 054500, 21.62047020536027);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 060000, 21.49805404397382);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 061500, 21.333649097365523);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 063000, 21.834256061779662);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 064500, 21.53672251426478);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 070000, 21.889881767709728);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 071500, 21.704559390149953);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 073000, 22.11436240923942);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 074500, 21.95056012600865);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 080000, 22.35897128488172);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 081500, 22.273081545989804);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 083000, 22.42388043341378);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 084500, 22.581461281783348);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 090000, 22.761913970565487);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 091500, 22.79836218957632);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 093000, 22.968939098513054);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 094500, 23.094805262701126);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 100000, 23.18682470242605);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 101500, 23.332246746077164);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 103000, 23.4616590411888);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 104500, 23.532052898464723);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 110000, 23.658841157877944);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 111500, 23.83489184513414);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 113000, 24.115033518012083);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 114500, 24.254493654318292);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 120000, 24.195264123452663);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 121500, 24.495467062754656);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 123000, 24.398714926033);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 124500, 24.434690524318068);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 130000, 24.320673983067955);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 131500, 24.79284006282095);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 133000, 24.92607847375386);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 134500, 24.644887453063905);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 140000, 24.710408305797255);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 141500, 24.481835203673732);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 143000, 24.708553939290965);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 144500, 24.66558744262752);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 150000, 24.88186030538624);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 151500, 24.894456787838987);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 153000, 24.941350963900643);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 154500, 25.226223622199903);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 160000, 24.981115637298146);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 161500, 24.565415048248518);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 163000, 25.076387658715525);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 164500, 25.16712614739522);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 170000, 25.056875091592993);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 171500, 24.643021875045257);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 173000, 24.62053374607177);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 174500, 24.6492063521172);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 180000, 24.463749983728352);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 181500, 24.449160627122595);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 183000, 24.25993514114871);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 184500, 24.0649445712214);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 190000, 24.267035574387933);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 191500, 23.91146688486055);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 193000, 24.04514110751002);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 194500, 23.90041710636101);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 200000, 23.79603221211301);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 201500, 23.663001334056382);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 203000, 23.52381793707648);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 204500, 23.27461618297015);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 210000, 23.27705972413423);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 211500, 23.081304963851764);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 213000, 22.957675822836265);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 214500, 22.826041951781626);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 220000, 22.68932030685292);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 221500, 22.582522910948125);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 223000, 22.38522886884223);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 224500, 22.399303551527794);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 230000, 22.149489387909252);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 231500, 22.05488556737439);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 233000, 22.053430966189296);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200602', 234500, 21.940256065307597);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 000000, 21.63477043384842);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 001500, 21.560445918340122);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 003000, 21.30966339117324);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 004500, 21.173430768072734);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 010000, 20.951407766637512);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 011500, 20.906979850815162);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 013000, 21.183401486882403);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 014500, 21.021598264991596);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 020000, 20.736101730727793);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 021500, 20.664171012764356);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 023000, 20.614554907739837);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 024500, 20.49292122518846);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 030000, 20.829939513701618);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 031500, 20.801317045587233);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 033000, 20.399441520205198);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 034500, 20.918130550860262);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 040000, 21.00528654746895);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 041500, 20.975816250460856);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 043000, 20.878314079881388);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 044500, 20.874762861099565);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 050000, 20.741480254423273);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 051500, 21.205850990473966);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 053000, 20.891401222756905);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 054500, 21.063742257231876);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 060000, 21.206177714910467);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 061500, 20.892229544257724);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 063000, 21.184657230353615);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 064500, 21.387268623532396);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 070000, 21.252569869154524);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 071500, 21.731276629854012);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 073000, 21.79185700148122);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 074500, 21.792209365822938);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 080000, 22.00390302224925);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 081500, 21.88376684010126);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 083000, 22.01415875589314);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 084500, 22.2046993039929);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 090000, 22.36364472556001);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 091500, 22.50992721755917);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 093000, 22.633740599209062);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 094500, 22.761011135061267);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 100000, 22.861650476754594);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 101500, 22.96008796356275);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 103000, 23.190129912547665);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 104500, 23.150194402091046);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 110000, 23.355968245389565);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 111500, 23.33240631182766);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 113000, 23.454805569448222);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 114500, 23.68474746911656);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 120000, 23.71048777370175);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 121500, 23.890050042907166);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 123000, 24.132865989001616);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 124500, 24.249569505359585);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 130000, 23.93678602105973);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 131500, 24.10331214183608);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 133000, 24.366945758887347);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 134500, 24.568570908780014);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 140000, 24.597714680841904);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 141500, 24.555478996978632);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 143000, 24.36573012209968);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 144500, 24.213931985813208);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 150000, 24.498526709922146);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 151500, 24.714483812013153);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 153000, 24.481311651337766);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 154500, 24.577781905381734);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 160000, 24.31606186188138);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 161500, 24.561726014708533);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 163000, 24.269492396272806);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 164500, 24.85927627825781);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 170000, 24.21052773350924);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 171500, 24.45044502329606);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 173000, 24.12401635201647);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 174500, 24.2008755916894);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 180000, 24.213357303783752);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 181500, 23.793685815466446);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 183000, 24.28613708811236);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 184500, 23.978413028168063);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 190000, 23.698859329403852);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 191500, 23.902744847688478);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 193000, 23.62958981014994);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 194500, 23.322160316782846);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 200000, 23.390989887341426);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 201500, 23.085832153120577);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 203000, 23.14971576550148);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 204500, 23.029577576427986);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 210000, 22.879424309598647);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 211500, 22.703791848761945);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 213000, 22.55218292098837);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 214500, 22.4313051096166);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 220000, 22.32098115687574);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 221500, 22.16223481008336);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 223000, 21.98171010682154);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 224500, 22.004474956768135);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 230000, 21.729348383445597);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 231500, 21.589412762620803);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 233000, 21.462432546577702);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200603', 234500, 21.40370002392274);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 000000, 21.219627859741884);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 001500, 21.096424889634054);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 003000, 21.042331377121677);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 004500, 21.14551367080249);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 010000, 20.818293803741565);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 011500, 20.59427827276965);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 013000, 20.595964094827256);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 014500, 20.825716832895246);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 020000, 20.356918751421542);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 021500, 20.474390266720754);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 023000, 20.617164889313194);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 024500, 20.466553122204644);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 030000, 20.137330715239298);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 031500, 20.481234023807662);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 033000, 20.7323011006603);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 034500, 20.375802228010244);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 040000, 20.113487781452747);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 041500, 20.06265717653464);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 043000, 20.40563199513797);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 044500, 20.71352344081559);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 050000, 20.85327997539589);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 051500, 20.806462327008674);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 053000, 20.27241550047317);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 054500, 20.802858969859663);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 060000, 20.817379582786256);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 061500, 20.985511910902062);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 063000, 20.641045022434277);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 064500, 21.05867392431982);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 070000, 21.087764771628418);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 071500, 20.96776193729141);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 073000, 21.28237050979043);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 074500, 21.264747633020406);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 080000, 21.383001048517407);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 081500, 21.682677673100702);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 083000, 21.671002672845084);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 084500, 21.83211511452037);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 090000, 21.9922066113894);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 091500, 22.07740517396842);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 093000, 22.234369061711103);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 094500, 22.356767901952196);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 100000, 22.450221592274872);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 101500, 22.65778039070805);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 103000, 22.70646602267991);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20200604', 104500, 22.959700812126027);
